PLAYER,,TEAM,2026,CH 25-26,ST 25-26,2027,CH 26-27,ST 26-27,TEAM STATUS,CAP SPACE,RAT 365,NO TRADE,RESTRICTIONS,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,NOT AGGREGATED,POISON PILL,EXCEPTION,TAX ROOM,OUT?,REASON,LOGO,HEADSHOT,POSITION,AGE,GAMES,END,TOTAL GUARANTEED,TRADE KICKER,UNLIKELY BONUS,NO TRADE TO,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,STATUS,,TRADE EXCEPTION,DATE,VALUE,,DRAFT TEAM,ROUND,DRAFT YEAR,SURE PICK?,NOTES,LINKED TO,,DRAFT RIGHTS,DRAFTED YEAR,TEAM RIGHTS,,Jonathan Kuminga,,Out,Left Knee Bone Bruise,,,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,,,,,Cole Anthony,Cole Anthony,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630175.png,,,TEAM,SALARIES,CAP HOLDS,DEAD MONEY,CAP SPACE,CAP SPACE NO HOLDS,TAX LIMIT,TAX APRON,PLAYERS,FULL TIME,TWO-WAYS,GUARANTEED,10-DAY,NOT G,CAP HOLD ROSTER,ACTIVE SALARIES (CH),DEAD MONEY,CAP HOLD,CAP SPACE,TAX,1st APRON,HARD CAP 1st?,2nd APRON,HARD CAP 2nd?,,TEAM,WAIVED,2025-26,2026-27,2027-28,2028-29,2029-30,2030-31
Chet Holmgren,,Oklahoma City,"$13,731,368","$13,731,368",GUARANTEED,"$41,250,000","$41,250,000",GUARANTEED,BELOW TAX,"-$30,862,463",18.66,,,"$9,287,466",,"$21,166,466",,,"$41,343,373",Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631096.png,C,24-42,88,2031,"$252,981,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,2nd,2026,YES,"Second-best between DAL, OKC and PHI",,,,,,,,,,,,,Keldon Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png,,,,,,,Keldon Johnson,Keldon Johnson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629640.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Joe,,Oklahoma City,"$12,362,338","$12,362,338",GUARANTEED,"$11,323,006","$11,323,006",GUARANTEED,BELOW TAX,"-$30,862,463",9.14,,,"$9,287,466",,"$21,166,466",,,,Early Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630198.png,SG,26-346,86,2028,"$23,685,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,2nd,2029,YES,Own pick,,,,,,,,,,,,,Cam Spencer,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642285.png,,,,,,,Cam Spencer,Cam Spencer,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642285.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Wiggins,,Oklahoma City,"$9,887,850","$9,887,850",GUARANTEED,"$9,028,038","$9,028,038",GUARANTEED,BELOW TAX,"-$30,862,463",6.25,,,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630598.png,SG,27-161,82,2029,"$27,084,114",,"$214,953",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phoenix,2nd,2032,YES,Worst between HOU and PHX,,,,,,,,,,,,,Myles Turner,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png,,,,,,,Myles Turner,Myles Turner,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626167.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylin Williams,,Oklahoma City,"$8,450,704","$8,450,704",GUARANTEED,"$7,774,648","$7,774,648",GUARANTEED,BELOW TAX,"-$30,862,463",7.36,,,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631119.png,PF,23-348,81,2028,"$16,225,352",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2026,,Own pick (if Top-14),2027,,,,,,,,,,,,John Tonje,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642910.png,,,,,,,John Tonje,John Tonje,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642910.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenrich Williams,,Oklahoma City,"$7,163,000","$7,163,000",GUARANTEED,"$7,163,000",$0,TEAM OPT,BELOW TAX,"-$30,862,463",4.52,,,"$9,287,466",,"$21,166,466",,,,Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629026.png,SF,31-192,71,2027,"$7,163,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2027,,"Own pick (if Top-14, or conveyed in 2026)",2026,,,,,,,,,,,,Elijah Harkless,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641989.png,,,,,,,Elijah Harkless,Elijah Harkless,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641989.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Williams,,Oklahoma City,"$6,580,997","$6,580,997",GUARANTEED,"$41,250,000","$41,250,000",GUARANTEED,BELOW TAX,"-$30,862,463",8.36,,,"$9,287,466",,"$21,166,466",,,"$40,151,644",Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631114.png,SF,24-59,42,2031,"$245,830,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2028,YES,From Orlando,,,,,,,,,,,,,Jamal Murray,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627750.png,,,,,,,Jamal Murray,Jamal Murray,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627750.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cason Wallace,,Oklahoma City,"$5,820,240","$5,820,240",GUARANTEED,"$7,420,806","$7,420,806",GUARANTEED,BELOW TAX,"-$30,862,463",11.05,,,"$9,287,466",,"$21,166,466",,,,Rookie Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641717.png,PG,22-218,96,2027,"$13,241,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2028,YES,"If Top-14, best between MIL and POR. If 15-30, best between MIL and POR if 2026 first-round conveyed in 2026 or 2027)",,,,,,,,,,,,,Mohamed Diawara,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642885.png,,,,,,,Mohamed Diawara,Mohamed Diawara,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642885.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nikola Topic,,Oklahoma City,"$5,182,920","$5,182,920",GUARANTEED,"$5,429,760","$5,429,760",GUARANTEED,BELOW TAX,"-$30,862,463",0.47,,,"$9,287,466",,"$21,166,466",,,,Rookie Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642260.png,PG,20-306,19,2028,"$10,612,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2029,YES,"Best between BOS, MIL and POR",,,,,,,,,,,,,Tony Bradley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628396.png,,,,,,,Tony Bradley,Tony Bradley,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628396.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Sorber,,Oklahoma City,"$4,655,040","$4,655,040",GUARANTEED,"$4,887,720","$4,887,720",GUARANTEED,BELOW TAX,"-$30,862,463",0.00,,,"$9,287,466",,"$21,166,466",,,,Rookie Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642850.png,C,20-169,0,2029,"$9,542,760",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2029,YES,"Worst between BOS, MIL and POR",,,,,,,,,,,,,Gui Santos,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630611.png,,,,,,,Gui Santos,Gui Santos,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630611.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared McCain,,Oklahoma City,"$4,221,360","$4,221,360",GUARANTEED,"$4,422,600","$4,422,600",GUARANTEED,BELOW TAX,"-$30,862,463",6.03,,,"$9,287,466",,"$21,166,466",,,,Rookie Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642272.png,SG,22-113,82,2028,"$8,643,960",,,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2030,YES,Best between MIL and POR,,,,,,,,,,,,,Chris Manon,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1643024.png,,,,,,,Chris Manon,Chris Manon,https://mediacentral.nba.com/wp-content/uploads/headshots/nba/lal/2025-26/players/1643024.png?interpolation=lanczos-none&resize=*:135px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajay Mitchell,,Oklahoma City,"$3,000,000","$3,000,000",GUARANTEED,"$2,850,000","$1,500,000",PARTIAL G,BELOW TAX,"-$30,862,463",11.34,,,"$9,287,466",,"$21,166,466",,,,Non-Bird Exception,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642349.png,PG,23-352,70,2028,"$4,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2031,YES,Own pick,,,,,,,,,,,,,Hunter Dickinson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630621.png,,,,,,,Hunter Dickinson,Hunter Dickinson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630621.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Branden Carlson,,Oklahoma City,"$636,435",$0,TWO-WAY,,,,BELOW TAX,"-$30,862,463",2.90,,,"$9,287,466",,"$21,166,466",,,,,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642382.png,C,26-364,42,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,1st,2032,YES,Own pick,,,,,,,,,,,,,C. Murray-Boyles,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642867.png,,,,,,,Collin Murray-Boyles,C. Murray-Boyles,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642867.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Barnhizer,,Oklahoma City,"$636,435",$0,TWO-WAY,,,,BELOW TAX,"-$30,862,463",0.92,,,"$9,287,466",,"$21,166,466",,,,,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642964.png,SG,24-102,40,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2026,YES,From Memphis (if 43-60),,,,,,,,,,,,,G. Antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203507.png,,,,,,,Giannis Antetokounmpo,G. Antetokounmpo,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203507.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payton Sandfort,,Oklahoma City,"$135,120",$0,TWO-WAY,,,,BELOW TAX,"-$30,862,463",0.19,,,"$9,287,466",,"$21,166,466",,,,,"$2,385,637",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/okc/okc_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/gleague/1040x760/1642362.png,SF,23-335,4,2026,$0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2027,YES,From Minnesota,,,,,,,,,,,,,Julius Randle,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203944.png,,,,,,,Julius Randle,Julius Randle,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203944.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Franz Wagner,,Orlando,"$38,661,750","$38,661,750",GUARANTEED,"$41,754,690","$41,754,690",GUARANTEED,BELOW TAX,"-$32,695,232",7.85,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630532.png,SF,24-309,40,2030,"$224,238,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2027,YES,Worst between NOP and POR (if 31-55),,,,,,,,,,,,,Cam Christie,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642353.png,,,,,,,Cam Christie,Cam Christie,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642353.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmond Bane,,Orlando,"$36,725,670","$36,725,670",GUARANTEED,"$39,446,090","$39,446,090",GUARANTEED,BELOW TAX,"-$32,695,232",16.55,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630217.png,SG,27-352,91,2029,"$163,225,200",,"$1,233,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2028,YES,Own pick (if POR 2026 first-round pick conveys),,,,,,,,,,,,,Kris Murray,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631200.png,,,,,,,Kris Murray,Kris Murray,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631200.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jalen Suggs,,Orlando,"$35,000,000","$35,000,000",GUARANTEED,"$32,400,000","$32,400,000",GUARANTEED,BELOW TAX,"-$32,695,232",8.68,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png,PG,25-9,66,2030,"$150,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2028,YES,From Sacramento,,,,,,,,,,,,,Donovan Clingan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642270.png,,,,,,,Donovan Clingan,Donovan Clingan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642270.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paolo Banchero,,Orlando,"$15,334,769","$15,334,769",GUARANTEED,"$41,250,000","$41,250,000",GUARANTEED,BELOW TAX,"-$32,695,232",17.55,,,"$7,369,678",HC 1st,"$19,248,678",,,"$41,610,606",Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png,PF,23-212,81,2031,"$254,584,769",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2029,YES,Worst between IND and WAS,,,,,,,,,,,,,James Harden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png,,,,,,,James Harden,James Harden,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Isaac,,Orlando,"$15,000,000","$15,000,000",GUARANTEED,"$14,500,000","$8,000,000",PARTIAL G,BELOW TAX,"-$32,695,232",1.97,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628371.png,PF,28-252,52,2029,"$23,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2031,YES,Own pick,,,,,,,,,,,,,Jeremy Sochan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631110.png,,,,,,,Jeremy Sochan,Jeremy Sochan,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631110.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendell Carter Jr,,Orlando,"$10,850,000","$10,850,000",GUARANTEED,"$18,102,000","$18,102,000",GUARANTEED,BELOW TAX,"-$32,695,232",11.53,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628976.png,C,27-57,87,2029,"$48,502,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portland,2nd,2032,YES,Own pick,,,,,,,,,,,,,Andre Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641748.png,,,,,,,Andre Jackson,Andre Jackson,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641748.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goga Bitadze,,Orlando,"$8,333,333","$8,333,333",GUARANTEED,"$7,608,696","$7,608,696",GUARANTEED,BELOW TAX,"-$32,695,232",6.16,,,"$7,369,678",HC 1st,"$19,248,678",,,,Early Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629048.png,C,26-328,72,2027,"$15,942,029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2026,YES,Own pick,,,,,,,,,,,,,Drew Eubanks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png,,,,,,,Drew Eubanks,Drew Eubanks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Black,,Orlando,"$7,970,280","$7,970,280",GUARANTEED,"$10,106,315","$10,106,315",GUARANTEED,BELOW TAX,"-$32,695,232",10.02,,,"$7,369,678",HC 1st,"$19,248,678",,,,Rookie Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641710.png,PG,22-144,73,2027,"$18,076,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2027,YES,Own pick,,,,,,,,,,,,,Andrew Nembhard,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629614.png,,,,,,,Andrew Nembhard,Andrew Nembhard,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629614.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jett Howard,,Orlando,"$5,529,720","$5,529,720",GUARANTEED,,,,BELOW TAX,"-$32,695,232",2.42,,,"$7,369,678",HC 1st,"$19,248,678",,,,Rookie Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641724.png,SG,22-272,57,2026,"$5,529,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2027,,From San Antonio (if 1-16),,,,,,,,,,,,,Devin Booker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png,,,,,,,Devin Booker,Devin Booker,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626164.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moritz Wagner,,Orlando,"$5,000,000","$5,000,000",GUARANTEED,,,,BELOW TAX,"-$32,695,232",2.23,,,"$7,369,678",HC 1st,"$19,248,678",,,,Bird Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629021.png,PF,29-47,39,2026,"$5,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2028,YES,Own pick,,,,,,,,,,,,,Karlo Matkovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631255.png,,,,,,,Karlo Matkovic,Karlo Matkovic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631255.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tristan Da Silva,,Orlando,"$3,809,520","$3,809,520",GUARANTEED,"$3,991,200","$3,991,200",GUARANTEED,BELOW TAX,"-$32,695,232",7.55,,,"$7,369,678",HC 1st,"$19,248,678",,,,Rookie Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641783.png,PF,25-28,86,2028,"$7,800,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2029,YES,Own pick,,,,,,,,,,,,,Carter Bryant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642868.png,,,,,,,Carter Bryant,Carter Bryant,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642868.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jase Richardson,,Orlando,"$2,983,320","$2,983,320",GUARANTEED,"$3,132,360","$3,132,360",GUARANTEED,BELOW TAX,"-$32,695,232",2.01,,,"$7,369,678",HC 1st,"$19,248,678",,,,Rookie Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642859.png,PG,20-239,56,2029,"$6,115,680",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2030,YES,Own pick,,,,,,,,,,,,,Tyrese Proctor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642878.png,,,,,,,Tyrese Proctor,Tyrese Proctor,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642878.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noah Penda,,Orlando,"$1,272,870","$1,272,870",GUARANTEED,"$2,150,917","$2,150,917",GUARANTEED,BELOW TAX,"-$32,695,232",2.69,,,"$7,369,678",HC 1st,"$19,248,678",,,,Second Round Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642869.png,SF,21-156,61,2029,"$3,423,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2031,YES,From Minnesota,,,,,,,,,,,,,Jeremiah Fears,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642847.png,,,,,,,Jeremiah Fears,Jeremiah Fears,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642847.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jevon Carter,,Orlando,"$1,168,625","$871,000",GUARANTEED,,,,BELOW TAX,"-$32,695,232",2.84,,,"$7,369,678",HC 1st,"$19,248,678",,,,Minimum Salary Exception,"$552,768",,,https://mediacentral.nba.com/wp-content/uploads/logos/nba/orl/orl_primary-icon.jpg,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628975.png,PG,30-272,57,2026,"$1,168,625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sacramento,1st,2031,YES,Worst between SAC and SAS,,,,,,,,,,,,,Alex Toohey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642893.png,,,,,,,Alex Toohey,Alex Toohey,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642893.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
